ProductTitle;ProductId;SkuId;TermDuration;BillingPlan;Segment;Currency;UnitPrice;ERP Price;CD ID;Unique CD ID
Microsoft 365 E5 (Non-Profit Pricing);CFQ7TTC0LFLZ;001B;P1Y;Monthly;Charity;GBP;222,24;246,96;CFQ7TTC0LFLZ-001B-P1Y-Monthly-Charity;CFQ7TTC0LFLZ-001B-P1Y-Monthly-Charity
Microsoft 365 E5 (Non-Profit Pricing);CFQ7TTC0LFLZ;001B;P3Y;Triennial;Charity;GBP;635,04;705,6;CFQ7TTC0LFLZ-001B-P3Y-Triennial-Charity;CFQ7TTC0LFLZ-001B-P3Y-Triennial-Charity
Microsoft 365 E5 (no Teams) - 3 year;CFQ7TTC0LFLZ;002R;P3Y;Annual;Commercial;GBP;1221,12;1526,4;CFQ7TTC0LFLZ-002R-P3Y-Annual-Commercial;CFQ7TTC0LFLZ-002R-P3Y-Annual-Commercial
Microsoft 365 E5 (Non-Profit Pricing);CFQ7TTC0LFLZ;001B;P1Y;Annual;Charity;GBP;211,68;235,2;CFQ7TTC0LFLZ-001B-P1Y-Annual-Charity;CFQ7TTC0LFLZ-001B-P1Y-Annual-Charity
Microsoft 365 E5 (no Teams);CFQ7TTC0LFLZ;001L;P1Y;Annual;Commercial;GBP;407,04;508,8;CFQ7TTC0LFLZ-001L-P1Y-Annual-Commercial;CFQ7TTC0LFLZ-001L-P1Y-Annual-Commercial
Microsoft 365 E5;CFQ7TTC0LFLZ;2;P1M;Monthly;Commercial;GBP;47,04;58,8;CFQ7TTC0LFLZ-2-P1M-Monthly-Commercial;CFQ7TTC0LFLZ-2-P1M-Monthly-Commercial
Microsoft 365 E5 eDiscovery and Audit (Non-Profit Pricing);CFQ7TTC0HD6V;000L;P1Y;Monthly;Charity;GBP;21;23,28;CFQ7TTC0HD6V-000L-P1Y-Monthly-Charity;CFQ7TTC0HD6V-000L-P1Y-Monthly-Charity
Microsoft 365 A5 eDiscovery and Audit (Education Student Pricing);CFQ7TTC0HD6V;000K;P1M;Monthly;Education;GBP;1,04;1,3;CFQ7TTC0HD6V-000K-P1M-Monthly-Education;CFQ7TTC0HD6V-000K-P1M-Monthly-Education
Microsoft 365 A5 eDiscovery and Audit (Education Faculty Pricing);CFQ7TTC0HD6V;000J;P1M;Monthly;Education;GBP;1,26;1,57;CFQ7TTC0HD6V-000J-P1M-Monthly-Education;CFQ7TTC0HD6V-000J-P1M-Monthly-Education
Microsoft 365 E5 eDiscovery and Audit (Non-Profit Pricing);CFQ7TTC0HD6V;000L;P1Y;Annual;Charity;GBP;19,98;22,2;CFQ7TTC0HD6V-000L-P1Y-Annual-Charity;CFQ7TTC0HD6V-000L-P1Y-Annual-Charity
Microsoft 365 E5 eDiscovery and Audit - Student Use Benefit Add-on;CFQ7TTC0HD6V;000W;P1M;Monthly;Education;GBP;0,59;0,73;CFQ7TTC0HD6V-000W-P1M-Monthly-Education;CFQ7TTC0HD6V-000W-P1M-Monthly-Education
Microsoft 365 A5 eDiscovery and Audit (Education Faculty Pricing);CFQ7TTC0HD6V;000J;P1Y;Monthly;Education;GBP;13,2;16,56;CFQ7TTC0HD6V-000J-P1Y-Monthly-Education;CFQ7TTC0HD6V-000J-P1Y-Monthly-Education
Microsoft 365 E5 eDiscovery and Audit;CFQ7TTC0HD6V;1;P1M;Monthly;Commercial;GBP;4,42;5,52;CFQ7TTC0HD6V-1-P1M-Monthly-Commercial;CFQ7TTC0HD6V-1-P1M-Monthly-Commercial
Microsoft 365 E5 eDiscovery and Audit - Student Use Benefit Add-on;CFQ7TTC0HD6V;000W;P1Y;Annual;Education;GBP;5,86;7,32;CFQ7TTC0HD6V-000W-P1Y-Annual-Education;CFQ7TTC0HD6V-000W-P1Y-Annual-Education
Microsoft 365 A5 eDiscovery and Audit (Education Faculty Pricing);CFQ7TTC0HD6V;000J;P1Y;Annual;Education;GBP;12,58;15,72;CFQ7TTC0HD6V-000J-P1Y-Annual-Education;CFQ7TTC0HD6V-000J-P1Y-Annual-Education
Microsoft 365 E5 eDiscovery and Audit - Student Use Benefit Add-on;CFQ7TTC0HD6V;000W;P1Y;Monthly;Education;GBP;6,12;7,68;CFQ7TTC0HD6V-000W-P1Y-Monthly-Education;CFQ7TTC0HD6V-000W-P1Y-Monthly-Education
Microsoft 365 A5 eDiscovery and Audit (Education Student Pricing);CFQ7TTC0HD6V;000K;P1Y;Monthly;Education;GBP;10,92;13,56;CFQ7TTC0HD6V-000K-P1Y-Monthly-Education;CFQ7TTC0HD6V-000K-P1Y-Monthly-Education
Microsoft 365 E5 eDiscovery and Audit;CFQ7TTC0HD6V;1;P1Y;Annual;Commercial;GBP;44,16;55,2;CFQ7TTC0HD6V-1-P1Y-Annual-Commercial;CFQ7TTC0HD6V-1-P1Y-Annual-Commercial
Microsoft 365 E5 eDiscovery and Audit (Non-Profit Pricing);CFQ7TTC0HD6V;000L;P1M;Monthly;Charity;GBP;2;2,22;CFQ7TTC0HD6V-000L-P1M-Monthly-Charity;CFQ7TTC0HD6V-000L-P1M-Monthly-Charity
Microsoft 365 A5 eDiscovery and Audit (Education Student Pricing);CFQ7TTC0HD6V;000K;P1Y;Annual;Education;GBP;10,37;12,96;CFQ7TTC0HD6V-000K-P1Y-Annual-Education;CFQ7TTC0HD6V-000K-P1Y-Annual-Education
Microsoft 365 E5 eDiscovery and Audit;CFQ7TTC0HD6V;1;P1Y;Monthly;Commercial;GBP;46,32;57,96;CFQ7TTC0HD6V-1-P1Y-Monthly-Commercial;CFQ7TTC0HD6V-1-P1Y-Monthly-Commercial
Microsoft 365 A5 Information Protection and Governance for faculty;CFQ7TTC0HD6T;000J;P1M;Monthly;Education;GBP;1,48;1,85;CFQ7TTC0HD6T-000J-P1M-Monthly-Education;CFQ7TTC0HD6T-000J-P1M-Monthly-Education
Microsoft 365 A5 Information Protection and Governance for faculty;CFQ7TTC0HD6T;000J;P1Y;Monthly;Education;GBP;15,48;19,44;CFQ7TTC0HD6T-000J-P1Y-Monthly-Education;CFQ7TTC0HD6T-000J-P1Y-Monthly-Education
Microsoft 365 E5 Information Protection and Governance (Non-Profit Pricing);CFQ7TTC0HD6T;000L;P1M;Monthly;Charity;GBP;2,38;2,64;CFQ7TTC0HD6T-000L-P1M-Monthly-Charity;CFQ7TTC0HD6T-000L-P1M-Monthly-Charity
Microsoft 365 E5 Information Protection and Governance - Student Use Benefit Add-on;CFQ7TTC0HD6T;000W;P1M;Monthly;Education;GBP;0,69;0,86;CFQ7TTC0HD6T-000W-P1M-Monthly-Education;CFQ7TTC0HD6T-000W-P1M-Monthly-Education
Microsoft 365 A5 Information Protection and Governance (Education Student Pricing);CFQ7TTC0HD6T;000M;P1Y;Monthly;Education;GBP;12,36;15,48;CFQ7TTC0HD6T-000M-P1Y-Monthly-Education;CFQ7TTC0HD6T-000M-P1Y-Monthly-Education
Microsoft 365 E5 Information Protection and Governance;CFQ7TTC0HD6T;1;P1M;Monthly;Commercial;GBP;5,18;6,48;CFQ7TTC0HD6T-1-P1M-Monthly-Commercial;CFQ7TTC0HD6T-1-P1M-Monthly-Commercial
Microsoft 365 A5 Information Protection and Governance (Education Student Pricing);CFQ7TTC0HD6T;000M;P1M;Monthly;Education;GBP;1,18;1,48;CFQ7TTC0HD6T-000M-P1M-Monthly-Education;CFQ7TTC0HD6T-000M-P1M-Monthly-Education
Microsoft 365 A5 Information Protection and Governance for faculty;CFQ7TTC0HD6T;000J;P1Y;Annual;Education;GBP;14,78;18,48;CFQ7TTC0HD6T-000J-P1Y-Annual-Education;CFQ7TTC0HD6T-000J-P1Y-Annual-Education
Microsoft 365 E5 Information Protection and Governance - Student Use Benefit Add-on;CFQ7TTC0HD6T;000W;P1Y;Annual;Education;GBP;6,91;8,64;CFQ7TTC0HD6T-000W-P1Y-Annual-Education;CFQ7TTC0HD6T-000W-P1Y-Annual-Education
Microsoft 365 E5 Information Protection and Governance (Non-Profit Pricing);CFQ7TTC0HD6T;000L;P1Y;Annual;Charity;GBP;23,76;26,4;CFQ7TTC0HD6T-000L-P1Y-Annual-Charity;CFQ7TTC0HD6T-000L-P1Y-Annual-Charity
Microsoft 365 E5 Information Protection and Governance;CFQ7TTC0HD6T;1;P1Y;Annual;Commercial;GBP;51,84;64,8;CFQ7TTC0HD6T-1-P1Y-Annual-Commercial;CFQ7TTC0HD6T-1-P1Y-Annual-Commercial
Microsoft 365 A5 Information Protection and Governance (Education Student Pricing);CFQ7TTC0HD6T;000M;P1Y;Annual;Education;GBP;11,81;14,76;CFQ7TTC0HD6T-000M-P1Y-Annual-Education;CFQ7TTC0HD6T-000M-P1Y-Annual-Education
Microsoft 365 E5 Information Protection and Governance (Non-Profit Pricing);CFQ7TTC0HD6T;000L;P1Y;Monthly;Charity;GBP;24,96;27,72;CFQ7TTC0HD6T-000L-P1Y-Monthly-Charity;CFQ7TTC0HD6T-000L-P1Y-Monthly-Charity
Microsoft 365 E5 Information Protection and Governance;CFQ7TTC0HD6T;1;P1Y;Monthly;Commercial;GBP;54,48;68,04;CFQ7TTC0HD6T-1-P1Y-Monthly-Commercial;CFQ7TTC0HD6T-1-P1Y-Monthly-Commercial
Microsoft 365 E5 Information Protection and Governance - Student Use Benefit Add-on;CFQ7TTC0HD6T;000W;P1Y;Monthly;Education;GBP;7,2;9,12;CFQ7TTC0HD6T-000W-P1Y-Monthly-Education;CFQ7TTC0HD6T-000W-P1Y-Monthly-Education
Microsoft 365 A5 Insider Risk Management (Education Faculty Pricing);CFQ7TTC0HD6S;000K;P1M;Monthly;Education;GBP;1,26;1,57;CFQ7TTC0HD6S-000K-P1M-Monthly-Education;CFQ7TTC0HD6S-000K-P1M-Monthly-Education
Microsoft 365 A5 Insider Risk Management (Education Faculty Pricing);CFQ7TTC0HD6S;000K;P1Y;Annual;Education;GBP;12,58;15,72;CFQ7TTC0HD6S-000K-P1Y-Annual-Education;CFQ7TTC0HD6S-000K-P1Y-Annual-Education
Microsoft 365 A5 Insider Risk Management (Education Student Pricing);CFQ7TTC0HD6S;000J;P1Y;Monthly;Education;GBP;10,92;13,56;CFQ7TTC0HD6S-000J-P1Y-Monthly-Education;CFQ7TTC0HD6S-000J-P1Y-Monthly-Education
Microsoft 365 E5 Insider Risk Management (Non-Profit Pricing);CFQ7TTC0HD6S;000L;P1Y;Annual;Charity;GBP;19,98;22,2;CFQ7TTC0HD6S-000L-P1Y-Annual-Charity;CFQ7TTC0HD6S-000L-P1Y-Annual-Charity
Microsoft 365 E5 Insider Risk Management - Student Use Benefit Add-on;CFQ7TTC0HD6S;000W;P1M;Monthly;Education;GBP;0,59;0,73;CFQ7TTC0HD6S-000W-P1M-Monthly-Education;CFQ7TTC0HD6S-000W-P1M-Monthly-Education
Microsoft 365 E5 Insider Risk Management;CFQ7TTC0HD6S;1;P1M;Monthly;Commercial;GBP;4,42;5,52;CFQ7TTC0HD6S-1-P1M-Monthly-Commercial;CFQ7TTC0HD6S-1-P1M-Monthly-Commercial
Microsoft 365 A5 Insider Risk Management (Education Student Pricing);CFQ7TTC0HD6S;000J;P1Y;Annual;Education;GBP;10,37;12,96;CFQ7TTC0HD6S-000J-P1Y-Annual-Education;CFQ7TTC0HD6S-000J-P1Y-Annual-Education
Microsoft 365 A5 Insider Risk Management (Education Student Pricing);CFQ7TTC0HD6S;000J;P1M;Monthly;Education;GBP;1,04;1,3;CFQ7TTC0HD6S-000J-P1M-Monthly-Education;CFQ7TTC0HD6S-000J-P1M-Monthly-Education
Microsoft 365 E5 Insider Risk Management - Student Use Benefit Add-on;CFQ7TTC0HD6S;000W;P1Y;Annual;Education;GBP;5,86;7,32;CFQ7TTC0HD6S-000W-P1Y-Annual-Education;CFQ7TTC0HD6S-000W-P1Y-Annual-Education
Microsoft 365 E5 Insider Risk Management;CFQ7TTC0HD6S;1;P1Y;Annual;Commercial;GBP;44,16;55,2;CFQ7TTC0HD6S-1-P1Y-Annual-Commercial;CFQ7TTC0HD6S-1-P1Y-Annual-Commercial
Microsoft 365 E5 Insider Risk Management (Non-Profit Pricing);CFQ7TTC0HD6S;000L;P1Y;Monthly;Charity;GBP;21;23,28;CFQ7TTC0HD6S-000L-P1Y-Monthly-Charity;CFQ7TTC0HD6S-000L-P1Y-Monthly-Charity
Microsoft 365 E5 Insider Risk Management;CFQ7TTC0HD6S;1;P1Y;Monthly;Commercial;GBP;46,32;57,96;CFQ7TTC0HD6S-1-P1Y-Monthly-Commercial;CFQ7TTC0HD6S-1-P1Y-Monthly-Commercial
Microsoft 365 A5 Insider Risk Management (Education Faculty Pricing);CFQ7TTC0HD6S;000K;P1Y;Monthly;Education;GBP;13,2;16,56;CFQ7TTC0HD6S-000K-P1Y-Monthly-Education;CFQ7TTC0HD6S-000K-P1Y-Monthly-Education
Microsoft 365 E5 Insider Risk Management (Non-Profit Pricing);CFQ7TTC0HD6S;000L;P1M;Monthly;Charity;GBP;2;2,22;CFQ7TTC0HD6S-000L-P1M-Monthly-Charity;CFQ7TTC0HD6S-000L-P1M-Monthly-Charity
Microsoft 365 E5 Insider Risk Management - Student Use Benefit Add-on;CFQ7TTC0HD6S;000W;P1Y;Monthly;Education;GBP;6,12;7,68;CFQ7TTC0HD6S-000W-P1Y-Monthly-Education;CFQ7TTC0HD6S-000W-P1Y-Monthly-Education
Microsoft 365 Education 10 TB Additional Storage (Education Faculty Pricing);CFQ7TTC0N1T1;6;P1M;Monthly;Education;GBP;221,47;276,84;CFQ7TTC0N1T1-6-P1M-Monthly-Education;CFQ7TTC0N1T1-6-P1M-Monthly-Education
Microsoft 365 Education 10 TB Additional Storage (Education Faculty Pricing);CFQ7TTC0N1T1;6;P1Y;Annual;Education;GBP;2214,72;2768,4;CFQ7TTC0N1T1-6-P1Y-Annual-Education;CFQ7TTC0N1T1-6-P1Y-Annual-Education
Microsoft 365 Education 10 TB Additional Storage (Education Faculty Pricing);CFQ7TTC0N1T1;6;P1Y;Monthly;Education;GBP;2325,48;2906,88;CFQ7TTC0N1T1-6-P1Y-Monthly-Education;CFQ7TTC0N1T1-6-P1Y-Monthly-Education
Microsoft 365 Education Voice Plan 1 Add-On to A5 (Education Faculty Pricing);CFQ7TTC0GZ1D;000N;P1M;Monthly;Education;GBP;0;0;CFQ7TTC0GZ1D-000N-P1M-Monthly-Education;CFQ7TTC0GZ1D-000N-P1M-Monthly-Education
Microsoft 365 Education Voice Plan 1 Add-On to A5 (Education Student Pricing);CFQ7TTC0GZ1D;000M;P1M;Monthly;Education;GBP;0;0;CFQ7TTC0GZ1D-000M-P1M-Monthly-Education;CFQ7TTC0GZ1D-000M-P1M-Monthly-Education
Microsoft 365 Education Voice Plan 1 Add-On to A5 (Education Faculty Pricing);CFQ7TTC0GZ1D;000N;P1Y;Annual;Education;GBP;0;0;CFQ7TTC0GZ1D-000N-P1Y-Annual-Education;CFQ7TTC0GZ1D-000N-P1Y-Annual-Education
Microsoft 365 Education Voice Plan 1 Add-On to A5 (Education Student Pricing);CFQ7TTC0GZ1D;000M;P1Y;Annual;Education;GBP;0;0;CFQ7TTC0GZ1D-000M-P1Y-Annual-Education;CFQ7TTC0GZ1D-000M-P1Y-Annual-Education
Microsoft 365 Education Voice Plan 1 Add-On to A5 (Education Faculty Pricing);CFQ7TTC0GZ1D;000N;P1Y;Monthly;Education;GBP;0;0;CFQ7TTC0GZ1D-000N-P1Y-Monthly-Education;CFQ7TTC0GZ1D-000N-P1Y-Monthly-Education
Microsoft 365 Education Voice Plan 1 Add-On to A5 (Education Student Pricing);CFQ7TTC0GZ1D;000M;P1Y;Monthly;Education;GBP;0;0;CFQ7TTC0GZ1D-000M-P1Y-Monthly-Education;CFQ7TTC0GZ1D-000M-P1Y-Monthly-Education
Microsoft Purview Suite Add-on FLW (Non-Profit Pricing);CFQ7TTC0MBMD;002R;P1Y;Monthly;Charity;GBP;28,32;31,56;CFQ7TTC0MBMD-002R-P1Y-Monthly-Charity;CFQ7TTC0MBMD-002R-P1Y-Monthly-Charity
Microsoft 365 F1 (no Teams);CFQ7TTC0MBMD;002V;P1M;None;Commercial;GBP;0;0;CFQ7TTC0MBMD-002V-P1M-None-Commercial;CFQ7TTC0MBMD-002V-P1M-None-Commercial
Microsoft Defender Suite Add-on FLW;CFQ7TTC0MBMD;6;P1Y;Annual;Commercial;GBP;59,52;74,4;CFQ7TTC0MBMD-6-P1Y-Annual-Commercial;CFQ7TTC0MBMD-6-P1Y-Annual-Commercial
Microsoft Defender + Purview Suite Add-on for FLW (Non-Profit Pricing);CFQ7TTC0MBMD;24;P1Y;Monthly;Charity;GBP;45,36;50,4;CFQ7TTC0MBMD-24-P1Y-Monthly-Charity;CFQ7TTC0MBMD-24-P1Y-Monthly-Charity
Microsoft 365 F1;CFQ7TTC0MBMD;2;P1Y;Monthly;Commercial;GBP;17,4;21,84;CFQ7TTC0MBMD-2-P1Y-Monthly-Commercial;CFQ7TTC0MBMD-2-P1Y-Monthly-Commercial
Microsoft Defender + Purview Suite Add-on for FLW (Non-Profit Pricing);CFQ7TTC0MBMD;24;P1Y;Annual;Charity;GBP;43,2;48;CFQ7TTC0MBMD-24-P1Y-Annual-Charity;CFQ7TTC0MBMD-24-P1Y-Annual-Charity
Microsoft Defender Suite Add-on FLW;CFQ7TTC0MBMD;6;P1Y;Monthly;Commercial;GBP;62,52;78,12;CFQ7TTC0MBMD-6-P1Y-Monthly-Commercial;CFQ7TTC0MBMD-6-P1Y-Monthly-Commercial
Microsoft Defender + Purview Suite Add-on for FLW (Non-Profit Pricing);CFQ7TTC0MBMD;24;P1M;Monthly;Charity;GBP;4,32;4,8;CFQ7TTC0MBMD-24-P1M-Monthly-Charity;CFQ7TTC0MBMD-24-P1M-Monthly-Charity
Microsoft Defender Suite Add-on FLW (Non-Profit Pricing);CFQ7TTC0MBMD;25;P1Y;Monthly;Charity;GBP;28,32;31,56;CFQ7TTC0MBMD-25-P1Y-Monthly-Charity;CFQ7TTC0MBMD-25-P1Y-Monthly-Charity
Microsoft 365 F1 (no Teams);CFQ7TTC0MBMD;002T;P1M;Monthly;Commercial;GBP;1,3;1,62;CFQ7TTC0MBMD-002T-P1M-Monthly-Commercial;CFQ7TTC0MBMD-002T-P1M-Monthly-Commercial
Microsoft Defender Suite Add-on FLW (Non-Profit Pricing);CFQ7TTC0MBMD;25;P1Y;Annual;Charity;GBP;27;30;CFQ7TTC0MBMD-25-P1Y-Annual-Charity;CFQ7TTC0MBMD-25-P1Y-Annual-Charity
Microsoft Defender + Purview Suite Add-on for FLW;CFQ7TTC0MBMD;7;P1Y;Monthly;Commercial;GBP;100,8;126;CFQ7TTC0MBMD-7-P1Y-Monthly-Commercial;CFQ7TTC0MBMD-7-P1Y-Monthly-Commercial
Microsoft Purview Suite Add-on FLW;CFQ7TTC0MBMD;5;P1Y;Annual;Commercial;GBP;59,52;74,4;CFQ7TTC0MBMD-5-P1Y-Annual-Commercial;CFQ7TTC0MBMD-5-P1Y-Annual-Commercial
Microsoft 365 F1 (no Teams);CFQ7TTC0MBMD;002T;P1Y;Monthly;Commercial;GBP;13,56;17,04;CFQ7TTC0MBMD-002T-P1Y-Monthly-Commercial;CFQ7TTC0MBMD-002T-P1Y-Monthly-Commercial
Microsoft 365 F1 (Non-Profit Pricing);CFQ7TTC0MBMD;001V;P1Y;Monthly;Charity;GBP;7,8;8,64;CFQ7TTC0MBMD-001V-P1Y-Monthly-Charity;CFQ7TTC0MBMD-001V-P1Y-Monthly-Charity
Microsoft 365 F1 (Non-Profit Pricing);CFQ7TTC0MBMD;001V;P1M;Monthly;Charity;GBP;0,75;0,83;CFQ7TTC0MBMD-001V-P1M-Monthly-Charity;CFQ7TTC0MBMD-001V-P1M-Monthly-Charity
Microsoft Purview Suite Add-on FLW;CFQ7TTC0MBMD;5;P1Y;Monthly;Commercial;GBP;62,52;78,12;CFQ7TTC0MBMD-5-P1Y-Monthly-Commercial;CFQ7TTC0MBMD-5-P1Y-Monthly-Commercial
Microsoft 365 F1;CFQ7TTC0MBMD;3;P1M;None;Commercial;GBP;0;0;CFQ7TTC0MBMD-3-P1M-None-Commercial;CFQ7TTC0MBMD-3-P1M-None-Commercial
Microsoft Defender + Purview Suite Add-on for FLW;CFQ7TTC0MBMD;7;P1Y;Annual;Commercial;GBP;96;120;CFQ7TTC0MBMD-7-P1Y-Annual-Commercial;CFQ7TTC0MBMD-7-P1Y-Annual-Commercial
Microsoft Defender Suite Add-on FLW (Non-Profit Pricing);CFQ7TTC0MBMD;25;P1M;Monthly;Charity;GBP;2,7;3;CFQ7TTC0MBMD-25-P1M-Monthly-Charity;CFQ7TTC0MBMD-25-P1M-Monthly-Charity
Microsoft 365 F1 (Non-Profit Pricing);CFQ7TTC0MBMD;001V;P1Y;Annual;Charity;GBP;7,45;8,28;CFQ7TTC0MBMD-001V-P1Y-Annual-Charity;CFQ7TTC0MBMD-001V-P1Y-Annual-Charity
Microsoft 365 F1;CFQ7TTC0MBMD;2;P1M;Monthly;Commercial;GBP;1,66;2,08;CFQ7TTC0MBMD-2-P1M-Monthly-Commercial;CFQ7TTC0MBMD-2-P1M-Monthly-Commercial
Microsoft 365 F1 (no Teams);CFQ7TTC0MBMD;002T;P1Y;Annual;Commercial;GBP;12,96;16,2;CFQ7TTC0MBMD-002T-P1Y-Annual-Commercial;CFQ7TTC0MBMD-002T-P1Y-Annual-Commercial
Microsoft Purview Suite Add-on FLW;CFQ7TTC0MBMD;5;P1M;Monthly;Commercial;GBP;5,95;7,44;CFQ7TTC0MBMD-5-P1M-Monthly-Commercial;CFQ7TTC0MBMD-5-P1M-Monthly-Commercial
Microsoft Purview Suite Add-on FLW (Non-Profit Pricing);CFQ7TTC0MBMD;002R;P1Y;Annual;Charity;GBP;27;30;CFQ7TTC0MBMD-002R-P1Y-Annual-Charity;CFQ7TTC0MBMD-002R-P1Y-Annual-Charity
Microsoft 365 F1;CFQ7TTC0MBMD;2;P1Y;Annual;Commercial;GBP;16,61;20,76;CFQ7TTC0MBMD-2-P1Y-Annual-Commercial;CFQ7TTC0MBMD-2-P1Y-Annual-Commercial
Microsoft Defender + Purview Suite Add-on for FLW;CFQ7TTC0MBMD;7;P1M;Monthly;Commercial;GBP;9,6;12;CFQ7TTC0MBMD-7-P1M-Monthly-Commercial;CFQ7TTC0MBMD-7-P1M-Monthly-Commercial
Microsoft Defender Suite Add-on FLW;CFQ7TTC0MBMD;6;P1M;Monthly;Commercial;GBP;5,95;7,44;CFQ7TTC0MBMD-6-P1M-Monthly-Commercial;CFQ7TTC0MBMD-6-P1M-Monthly-Commercial
Microsoft Purview Suite Add-on FLW (Non-Profit Pricing);CFQ7TTC0MBMD;002R;P1M;Monthly;Charity;GBP;2,7;3;CFQ7TTC0MBMD-002R-P1M-Monthly-Charity;CFQ7TTC0MBMD-002R-P1M-Monthly-Charity
Microsoft 365 F3 (no Teams);CFQ7TTC0LH05;13;P1M;Monthly;Commercial;GBP;5,09;6,36;CFQ7TTC0LH05-13-P1M-Monthly-Commercial;CFQ7TTC0LH05-13-P1M-Monthly-Commercial
Microsoft 365 F3 (no Teams);CFQ7TTC0LH05;13;P1Y;Monthly;Commercial;GBP;53,4;66,84;CFQ7TTC0LH05-13-P1Y-Monthly-Commercial;CFQ7TTC0LH05-13-P1Y-Monthly-Commercial
Microsoft 365 F3;CFQ7TTC0LH05;1;P1Y;Annual;Commercial;GBP;59,52;74,4;CFQ7TTC0LH05-1-P1Y-Annual-Commercial;CFQ7TTC0LH05-1-P1Y-Annual-Commercial
Microsoft 365 F3;CFQ7TTC0LH05;1;P1Y;Monthly;Commercial;GBP;62,52;78,12;CFQ7TTC0LH05-1-P1Y-Monthly-Commercial;CFQ7TTC0LH05-1-P1Y-Monthly-Commercial
Microsoft 365 F3 (Non-Profit Pricing);CFQ7TTC0LH05;000W;P1Y;Monthly;Charity;GBP;17,52;19,44;CFQ7TTC0LH05-000W-P1Y-Monthly-Charity;CFQ7TTC0LH05-000W-P1Y-Monthly-Charity
Microsoft 365 F3;CFQ7TTC0LH05;1;P1M;Monthly;Commercial;GBP;5,95;7,44;CFQ7TTC0LH05-1-P1M-Monthly-Commercial;CFQ7TTC0LH05-1-P1M-Monthly-Commercial
Microsoft 365 F3 (Non-Profit Pricing);CFQ7TTC0LH05;000W;P1M;Monthly;Charity;GBP;1,66;1,85;CFQ7TTC0LH05-000W-P1M-Monthly-Charity;CFQ7TTC0LH05-000W-P1M-Monthly-Charity
Microsoft 365 F3 (Non-Profit Pricing);CFQ7TTC0LH05;000W;P1Y;Annual;Charity;GBP;16,63;18,48;CFQ7TTC0LH05-000W-P1Y-Annual-Charity;CFQ7TTC0LH05-000W-P1Y-Annual-Charity
Microsoft 365 F3 (no Teams);CFQ7TTC0LH05;13;P1Y;Annual;Commercial;GBP;50,88;63,6;CFQ7TTC0LH05-13-P1Y-Annual-Commercial;CFQ7TTC0LH05-13-P1Y-Annual-Commercial
Microsoft 365 International Calling Plan;CFQ7TTC0HC36;1;P1Y;Monthly;Commercial;GBP;115,92;115,92;CFQ7TTC0HC36-1-P1Y-Monthly-Commercial;CFQ7TTC0HC36-1-P1Y-Monthly-Commercial
Microsoft 365 International Calling Plan;CFQ7TTC0HC36;1;P1Y;Annual;Commercial;GBP;110,4;110,4;CFQ7TTC0HC36-1-P1Y-Annual-Commercial;CFQ7TTC0HC36-1-P1Y-Annual-Commercial
Microsoft 365 International Calling Plan;CFQ7TTC0HC36;1;P1M;Monthly;Commercial;GBP;11,04;11,04;CFQ7TTC0HC36-1-P1M-Monthly-Commercial;CFQ7TTC0HC36-1-P1M-Monthly-Commercial
Clipchamp Premium (Non-Profit Pricing);CFQ7TTC0N8SS;000D;P1Y;Annual;Charity;GBP;23,76;26,4;CFQ7TTC0N8SS-000D-P1Y-Annual-Charity;CFQ7TTC0N8SS-000D-P1Y-Annual-Charity
Clipchamp Premium Add-on;CFQ7TTC0N8SS;9;P1Y;Annual;Commercial;GBP;36,48;45,6;CFQ7TTC0N8SS-9-P1Y-Annual-Commercial;CFQ7TTC0N8SS-9-P1Y-Annual-Commercial
Clipchamp Premium Add-on (Non-Profit Pricing);CFQ7TTC0N8SS;000C;P1M;Monthly;Charity;GBP;1,66;1,85;CFQ7TTC0N8SS-000C-P1M-Monthly-Charity;CFQ7TTC0N8SS-000C-P1M-Monthly-Charity
Clipchamp Premium;CFQ7TTC0N8SS;5;P1M;None;Commercial;GBP;0;0;CFQ7TTC0N8SS-5-P1M-None-Commercial;CFQ7TTC0N8SS-5-P1M-None-Commercial
Clipchamp Premium Add-on;CFQ7TTC0N8SS;9;P1Y;Monthly;Commercial;GBP;38,28;47,88;CFQ7TTC0N8SS-9-P1Y-Monthly-Commercial;CFQ7TTC0N8SS-9-P1Y-Monthly-Commercial
Clipchamp Standard;CFQ7TTC0N8SS;7;P1Y;Monthly;Commercial;GBP;23,16;29,04;CFQ7TTC0N8SS-7-P1Y-Monthly-Commercial;CFQ7TTC0N8SS-7-P1Y-Monthly-Commercial
Clipchamp Standard (Non-Profit Pricing);CFQ7TTC0N8SS;000B;P1M;Monthly;Charity;GBP;0,99;1,1;CFQ7TTC0N8SS-000B-P1M-Monthly-Charity;CFQ7TTC0N8SS-000B-P1M-Monthly-Charity
Clipchamp Premium Add-on (Non-Profit Pricing);CFQ7TTC0N8SS;000C;P1Y;Annual;Charity;GBP;16,63;18,48;CFQ7TTC0N8SS-000C-P1Y-Annual-Charity;CFQ7TTC0N8SS-000C-P1Y-Annual-Charity
Clipchamp Standard (Non-Profit Pricing);CFQ7TTC0N8SS;000B;P1Y;Monthly;Charity;GBP;10,44;11,64;CFQ7TTC0N8SS-000B-P1Y-Monthly-Charity;CFQ7TTC0N8SS-000B-P1Y-Monthly-Charity
